episode,reward,avg_loss,loss_std,reward_std,win,lose,length,max_q,min_q,mean_q,epsilon
1,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.995
2,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.04880985,-0.0059328075,0.990025
3,18.0,0.0,0.0,0.0,0,1,3,0.06905648,-0.051691696,-0.0064738616,0.985074875
4,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.04880985,-0.0059328075,0.9801495006250001
5,17.0,0.0,0.0,0.0,0,1,4,0.06905648,-0.05039297,-0.006229816,0.9752487531218751
6,18.0,0.0,0.0,0.0,0,1,3,0.06905648,-0.05039297,-0.006170565,0.9703725093562657
7,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.04880985,-0.0059328075,0.9655206468094844
8,7.0,0.0,0.0,0.0,0,1,4,0.06905648,-0.051691696,-0.006130266,0.960693043575437
9,6.0,0.0,0.0,0.0,0,1,5,0.06924792,-0.051691696,-0.0062266276,0.9558895783575597
10,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.9511101304657719
11,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.04880985,-0.0059328075,0.946354579813443
12,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.051691696,-0.006327725,0.9416228069143757
13,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.05039297,-0.0061701895,0.9369146928798039
14,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.9322301194154049
15,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.05039297,-0.0061701895,0.9275689688183278
16,18.0,0.0,0.0,0.0,0,1,3,0.06905648,-0.051691696,-0.0064738616,0.9229311239742362
17,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.918316468354365
18,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.9137248860125932
19,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.05039297,-0.0061701895,0.9091562615825302
20,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.9046104802746175
21,24.0,0.0,0.0,0.0,0,1,7,0.069451876,-0.051691696,-0.006377824,0.9000874278732445
22,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.8955869907338783
23,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.8911090557802088
24,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.8866535105013078
25,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.04880985,-0.0059328075,0.8822202429488013
26,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.8778091417340573
27,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.8734200960253871
28,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.8690529955452602
29,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.04880985,-0.0059328075,0.8647077305675338
30,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.05039297,-0.0061701895,0.8603841919146962
31,0,23.80074691772461,0.0,0.0,0,1,1,0.06905648,-0.04880985,-0.005932807,0.8560822709551227
32,0,21.62262535095215,0.0,0.0,0,1,1,0.13104963,-0.11936345,-0.037746426,0.851801859600347
33,8.0,14.706951141357422,2.3473177979263706,0.0,0,1,3,0.17663403,-0.37553757,-0.09287463,0.8475428503023453
34,9.0,10.104053497314453,0.7411842346191406,0.0,0,1,2,0.6171686,-0.38577253,0.025413608,0.8433051360508336
35,0,6.594656944274902,0.0,0.0,0,1,1,0.58831316,-0.29540166,0.069022,0.8390886103705794
36,0,5.433291435241699,0.0,0.0,0,1,1,0.6601689,-0.2547326,0.115443274,0.8348931673187264
37,36.0,3.660023593902588,0.5888660584175931,0.0,0,1,5,1.7838981,-0.43941486,0.3004995,0.8307187014821328
38,35.0,2.2538769046465554,0.7386652144142564,0.0,0,1,6,2.4945407,-0.79505455,0.5304601,0.8265651079747222
39,0,2.094832181930542,0.0,0.0,0,1,1,1.5491014,-0.5876205,0.46326104,0.8224322824348486
40,0,2.325807571411133,0.0,0.0,0,1,1,2.054783,-0.6532396,0.56427073,0.8183201210226743
41,0,2.0161821842193604,0.0,0.0,0,1,1,2.6078806,-0.7037235,0.67388284,0.8142285204175609
42,9.0,6.08855676651001,0.028889179229736328,0.0,0,1,2,2.9595969,-0.69844335,0.9615313,0.810157377815473
43,-1.0,4.622387528419495,0.9805082082748413,0.0,0,1,2,2.829059,-0.5149652,0.9221554,0.8061065909263957
44,0,3.869215488433838,0.0,0.0,0,1,1,2.9979203,-0.23124701,1.0685885,0.8020760579717637
45,8.0,2.625018358230591,0.3852822142287727,0.0,0,1,3,4.756686,-0.031557746,1.8852272,0.798065677681905
46,0,2.657927989959717,0.0,0.0,0,1,1,4.0576234,0.28282154,1.5114949,0.7940753492934954
47,0,2.4185585975646973,0.0,0.0,0,1,1,4.1324778,0.23125778,1.5725824,0.7901049725470279
48,16.0,2.8361846446990966,0.9084487439725468,0.0,0,1,5,7.1953573,0.19744396,2.2783482,0.7861544476842928
49,8.0,2.8127383391062417,0.19977275668918232,0.0,0,1,3,8.951696,0.021314353,2.6421785,0.7822236754458713
50,18.0,2.0673250754674277,0.4248636510615845,0.0,0,1,3,11.637643,-0.20936075,2.8241196,0.778312557068642
51,9.0,2.337679147720337,0.6361973285675049,0.0,0,1,2,8.810475,-0.2118494,2.2811642,0.7744209942832988
52,18.0,13.14229424794515,3.588314127958119,0.0,0,1,3,8.369199,-0.15858999,2.5573688,0.7705488893118823
53,9.0,9.656012058258057,0.8376193046569824,0.0,0,1,2,6.356791,0.01919651,2.562941,0.7666961448653229
54,7.0,5.00409197807312,1.869221939166231,0.0,0,1,4,9.527801,-0.0015271194,3.334327,0.7628626641409962
55,24.0,6.46586149079459,2.3886309316312326,0.0,0,1,7,19.449047,-0.21887155,6.447138,0.7590483508202912
56,0,5.91187047958374,0.0,0.0,0,1,1,4.991928,0.21255755,3.6770463,0.7552531090661897
57,0,4.039541244506836,0.0,0.0,0,1,1,5.4950686,0.22143804,3.7414565,0.7514768435208588
58,9.0,8.794604301452637,1.9447689056396484,0.0,0,1,2,13.934397,0.19268496,5.2235184,0.7477194593032545
59,17.0,3.963328778743744,1.0348374535172933,0.0,0,1,4,16.111586,-0.32260376,5.2600427,0.7439808620067382
60,16.0,4.302044630050659,1.3503473675458824,0.0,0,1,5,17.123138,-0.37084737,5.4119062,0.7402609576967045
61,9.0,3.4904489517211914,0.7395410537719727,0.0,0,1,2,13.826165,-1.3636264,4.8631506,0.736559652908221
62,0,15.724020957946777,0.0,0.0,0,1,1,8.188425,-0.65565753,4.30454,0.7328768546436799
63,0,11.961223602294922,0.0,0.0,0,1,1,8.812044,-0.67491865,4.593519,0.7292124703704616
64,7.0,6.890491545200348,3.476524508920393,0.0,0,1,4,18.107801,-0.61589956,6.633498,0.7255664080186093
65,0,5.5918474197387695,0.0,0.0,0,1,1,11.713582,-0.094398595,6.6147337,0.7219385759785162
66,9.0,8.168063640594482,3.8125386238098145,0.0,0,1,2,18.990747,-0.55344546,7.8946877,0.7183288830986236
