episode,reward,avg_loss,loss_std,reward_std,win,lose,length,max_q,min_q,mean_q,epsilon
1,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,1.0
2,-0.9,0.0,0.0,0.0,0,1,2,0.06905655,-0.048809938,-0.005932839,1.0
3,18.2,0.0,0.0,0.0,0,1,3,0.06905655,-0.05169181,-0.006473892,0.99967
4,-0.9,0.0,0.0,0.0,0,1,2,0.06905655,-0.048809938,-0.005932839,0.99934
5,17.299999999999997,0.0,0.0,0.0,0,1,4,0.06905655,-0.050393086,-0.00622985,0.99901
6,18.2,0.0,0.0,0.0,0,1,3,0.06905655,-0.050393086,-0.006170594,0.99868
7,-0.9,0.0,0.0,0.0,0,1,2,0.06905655,-0.048809938,-0.005932839,0.99835
8,6.3999999999999995,0.0,0.0,0.0,0,1,5,0.06924798,-0.05169181,-0.0060797487,0.99802
9,7.299999999999999,0.0,0.0,0.0,0,1,4,0.06924798,-0.05169181,-0.006102654,0.99769
10,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,0.99736
11,-0.9,0.0,0.0,0.0,0,1,2,0.06905655,-0.048809938,-0.005932839,0.99703
12,9.1,0.0,0.0,0.0,0,1,2,0.06905655,-0.05169181,-0.006327761,0.9967
13,9.1,0.0,0.0,0.0,0,1,2,0.06905655,-0.050393086,-0.0061702277,0.99637
14,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,0.99604
15,9.1,0.0,0.0,0.0,0,1,2,0.06905655,-0.050393086,-0.0061702277,0.99571
16,18.2,0.0,0.0,0.0,0,1,3,0.06905655,-0.05169181,-0.006473892,0.99538
17,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,0.99505
18,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,0.99472
19,9.1,0.0,0.0,0.0,0,1,2,0.06905655,-0.050393086,-0.0061702277,0.99439
20,8.2,0.0,0.0,0.0,0,1,3,0.06905655,-0.050393086,-0.0062493575,0.99406
21,17.299999999999997,0.0,0.0,0.0,0,1,4,0.06905655,-0.05169181,-0.006536089,0.99373
22,9.1,0.0,0.0,0.0,0,1,2,0.06905655,-0.05169181,-0.006327761,0.9934
23,-0.9,0.0,0.0,0.0,0,1,2,0.06905655,-0.048809938,-0.005932839,0.99307
24,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,0.99274
25,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,0.99241
26,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,0.99208
27,-0.9,0.0,0.0,0.0,0,1,2,0.06905655,-0.048809938,-0.005932839,0.99175
28,9.1,0.0,0.0,0.0,0,1,2,0.06905655,-0.050393086,-0.0061702277,0.99142
29,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,0.99109
30,0,0.0,0.0,0.0,0,1,1,0.06905655,-0.048809938,-0.0059328396,0.99076
31,17.299999999999997,26.211488723754883,0.5947138194987688,0.0,0,1,4,0.06905655,-0.048809938,-0.0028567088,0.99043
32,0,26.452926635742188,0.0,0.0,0,1,1,0.062408764,-0.03430634,0.0023828135,0.9901
33,0,25.131946563720703,0.0,0.0,0,1,1,0.06125982,-0.03233862,0.0043744156,0.98977
34,0,26.429004669189453,0.0,0.0,0,1,1,0.06000505,-0.030148432,0.006435305,0.98944
35,7.299999999999999,25.64268732070923,1.4705766371572129,0.0,0,1,4,0.058859847,-0.02791199,0.01148699,0.98911
36,15.499999999999998,25.533989588419598,1.7035962995096756,0.0,0,1,6,0.070840344,-0.019288091,0.022153746,0.98878
37,0,24.503341674804688,0.0,0.0,0,1,1,0.07808283,-0.00962317,0.031381,0.98845
38,0,19.42438507080078,0.0,0.0,0,1,1,0.08382101,-0.007938087,0.03412069,0.98812
39,0,21.861248016357422,0.0,0.0,0,1,1,0.089573674,-0.006057095,0.036944937,0.98779
40,9.1,23.749624252319336,3.2288265228271484,0.0,0,1,2,0.10354603,-0.0046979524,0.04052888,0.98746
41,-0.9,23.008222579956055,2.523611068725586,0.0,0,1,2,0.11678782,-0.001600971,0.047685947,0.98713
42,0,24.135257720947266,0.0,0.0,0,1,1,0.12522905,-0.002574944,0.05251485,0.9868
43,8.2,23.275515874226887,3.8877549711350756,0.0,0,1,3,0.15504757,-0.0064577376,0.058243267,0.98647
44,0,19.020225524902344,0.0,0.0,0,1,1,0.16348247,-0.0061044525,0.06731895,0.98614
45,0,22.74614143371582,0.0,0.0,0,1,1,0.1741479,-0.0073103392,0.07133874,0.98581
46,18.2,21.746658325195312,0.5924669878285158,0.0,0,1,3,0.20386551,-0.011862066,0.07824303,0.98548
47,-0.9,25.43470001220703,0.5702419281005859,0.0,0,1,2,0.2405575,-0.014626205,0.092078075,0.98515
48,18.2,25.08160463968913,3.531271806512268,0.0,0,1,3,0.28770918,-0.016699377,0.105175875,0.98482
49,9.1,17.75444984436035,0.5737590789794922,0.0,0,1,2,0.32769448,-0.02065875,0.12276743,0.98449
50,18.2,24.81424840291341,2.036223703252451,0.0,0,1,3,0.39685544,-0.031963397,0.1411068,0.98416
51,9.1,23.735133171081543,2.229546546936035,0.0,0,1,2,0.4583573,-0.043812875,0.16497412,0.98383
52,18.2,26.086031595865887,1.204443484034383,0.0,0,1,3,0.5455162,-0.056704026,0.19222817,0.9835
53,6.399999999999999,22.616600799560548,1.896531727072814,0.0,0,1,5,0.7550239,-0.10022712,0.24626069,0.98317
54,0,18.712890625,0.0,0.0,0,1,1,0.8114617,-0.109096095,0.29863235,0.98284
55,0,20.5317440032959,0.0,0.0,0,1,1,0.86403793,-0.11996601,0.31706294,0.98251
56,0,21.540584564208984,0.0,0.0,0,1,1,0.91982317,-0.13168427,0.33671746,0.98218
57,0,19.0755558013916,0.0,0.0,0,1,1,0.9787732,-0.1441854,0.3575849,0.98185
58,-0.9,21.793941497802734,2.0723533630371094,0.0,0,1,2,1.1069217,-0.17201291,0.3913834,0.98152
59,17.299999999999997,20.804697036743164,2.0701144603541177,0.0,0,1,4,1.375802,-0.23768683,0.4641962,0.98119
60,0,16.83627700805664,0.0,0.0,0,1,1,1.4879818,-0.26550817,0.5397805,0.98086
61,9.1,18.88163185119629,1.288412094116211,0.0,0,1,2,1.6452165,-0.30603448,0.58444864,0.98053
62,0,14.024808883666992,0.0,0.0,0,1,1,1.7630949,-0.33639717,0.6385515,0.9802
63,0,16.670495986938477,0.0,0.0,0,1,1,1.8612589,-0.36338657,0.67415905,0.97987
64,0,18.0770263671875,0.0,0.0,0,1,1,1.9631337,-0.39154178,0.7115711,0.97954
65,8.2,14.7443208694458,0.8096565496411856,0.0,0,1,3,2.2877219,-0.48100325,0.7880862,0.97921
66,0,11.796460151672363,0.0,0.0,0,1,1,2.4208472,-0.51663285,0.8785429,0.97888
67,0,9.229127883911133,0.0,0.0,0,1,1,2.549045,-0.5518934,0.9235681,0.97855
68,9.1,15.814482688903809,0.1145029067993164,0.0,0,1,2,2.787944,-0.61918813,0.98608476,0.97822
69,9.1,12.50607442855835,1.6637845039367676,0.0,0,1,2,3.0950284,-0.7043857,1.0854039,0.97789
70,-0.9,10.563360691070557,0.44815874099731445,0.0,0,1,2,3.4440854,-0.79392076,1.2043471,0.97756
71,0,7.9357147216796875,0.0,0.0,0,1,1,3.616888,-0.8390941,1.2928245,0.97723
72,0,11.030561447143555,0.0,0.0,0,1,1,3.7889662,-0.8842579,1.3544142,0.9769
73,0,10.707436561584473,0.0,0.0,0,1,1,3.9820395,-0.92856073,1.4183788,0.97657
74,0,8.323798179626465,0.0,0.0,0,1,1,4.184594,-0.97347176,1.4853774,0.97624
75,-0.9,7.306671142578125,0.4194955825805664,0.0,0,1,2,4.6028223,-1.0545403,1.5889901,0.97591
76,0,6.312471389770508,0.0,0.0,0,1,1,4.809726,-1.0889994,1.6919594,0.97558
77,5.499999999999998,6.278412659962972,1.0218357011612647,0.0,0,1,6,6.086037,-1.2089907,1.935065,0.97525
78,0,2.824946165084839,0.0,0.0,0,1,1,6.330581,-1.2192527,2.2124527,0.97492
79,9.1,4.567632675170898,0.4917135238647461,0.0,0,1,2,6.6990643,-1.2214243,2.3228219,0.97459
80,0,4.922214508056641,0.0,0.0,0,1,1,6.9706135,-1.2089396,2.4547853,0.97426
81,-0.9,4.5567052364349365,0.05596518516540527,0.0,0,1,2,7.3309355,-1.1906707,2.576149,0.97393
82,17.299999999999997,4.7904287576675415,0.7996163448277973,0.0,0,1,4,7.7709703,-1.1410973,2.7797651,0.9736
83,17.3,4.3770986795425415,1.5770383010719478,0.0,0,1,4,8.069552,-0.996906,2.9923093,0.97327
84,0,3.659730911254883,0.0,0.0,0,1,1,8.284703,-0.8299515,3.1100287,0.97294
85,-0.9,3.4666165113449097,0.4099205732345581,0.0,0,1,2,8.456227,-0.78949374,3.1493924,0.97261
86,7.299999999999999,4.948792904615402,2.354051577598181,0.0,0,1,4,8.587712,-0.71402454,3.1857512,0.97228
87,17.3,5.080324769020081,0.526088090349096,0.0,0,1,4,8.64872,-0.59754914,3.1746676,0.97195
88,0,1.894676923751831,0.0,0.0,0,1,1,8.496579,-0.4975157,3.1788688,0.97162
89,9.1,6.0652735233306885,0.8889987468719482,0.0,0,1,2,8.463943,-0.48865318,3.146022,0.97129
90,0,4.169532775878906,0.0,0.0,0,1,1,8.372335,-0.46867198,3.1347136,0.97096
91,0,5.513617515563965,0.0,0.0,0,1,1,8.33935,-0.46213755,3.1192882,0.97063
92,8.2,5.873849550882976,1.6093962395876642,0.0,0,1,3,8.304073,-0.4635689,3.0625606,0.9703
93,0,4.779277324676514,0.0,0.0,0,1,1,8.14569,-0.46885586,3.0404725,0.96997
94,9.1,5.72336220741272,0.22978568077087402,0.0,0,1,2,8.082032,-0.47329542,2.984755,0.9696400000000001
